0 1:1 2:0 3:0 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0.5103864223005199 52:0.5763785548030264 53:0.5711003125832678 54:0.5 55:0.5 56:0.5939517300936757 57:0.5729717728534833 58:0.5 59:0.5050424974372756 60:0.5515819430924429 61:0.728090750079668 62:0.5917806850848999 63:0 64:0.5 65:0.5876028204815266 66:0.5962846535468412 67:0.6061479218472771 68:0.5515819430924429 69:0.5515819430924429 70:0.6224964761253446 71:0.7177485733328628 72:0.5726707012896084 73:0.5980425737457671 74:0.6196664887721092 
0 1:0 2:0 3:1 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0.607043828596713 52:0.6267217208682151 53:0.6563774155260674 54:0.5 55:0.5577734713497952 56:0.5233456403081337 57:0.5 58:0.5 59:0.617245385686066 60:0.6876465059093766 61:0.70838596586038 62:0.5692517375501781 63:0.5 64:1 65:0.5 66:0.5973688621439767 67:0.5 68:0.5811526154815995 69:0.611137966799573 70:1 71:0.7110550340917559 72:0.6959949674278685 73:0.6846835705702682 74:0.7085848622356106 
0 1:0 2:0 3:1 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0.607043828596713 52:0.6267217208682151 53:0.6563774155260674 54:0.5 55:0.5577734713497952 56:0.5233456403081337 57:0.5 58:0.5 59:0.617245385686066 60:0.6876465059093766 61:0.70838596586038 62:0.5692517375501781 63:0.5 64:1 65:0.5 66:0.5973688621439767 67:0.5 68:0.5811526154815995 69:0.611137966799573 70:1 71:0.7110550340917559 72:0.6959949674278685 73:0.6846835705702682 74:0.7085848622356106 
0 1:1 2:0 3:0 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0.5103864223005199 52:0.5763785548030264 53:0.5711003125832678 54:0.5 55:0.5 56:0.5939517300936757 57:0.5729717728534833 58:0.5 59:0.5050424974372756 60:0.5515819430924429 61:0.728090750079668 62:0.5917806850848999 63:0 64:0.5 65:0.5876028204815266 66:0.5962846535468412 67:0.6061479218472771 68:0.5515819430924429 69:0.5515819430924429 70:0.6224964761253446 71:0.7177485733328628 72:0.5726707012896084 73:0.5980425737457671 74:0.6196664887721092 
0 1:0 2:1 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:1 52:1 53:1 54:0.5802968134962474 55:1 56:0.5071358435357449 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:0.5871924500776564 66:1 67:1 68:1 69:1 70:1 71:1 72:1 73:1 74:1 
0 1:0 2:1 3:0 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:1 52:1 53:1 54:0.5802968134962474 55:1 56:0.5071358435357449 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:0.5871924500776564 66:1 67:1 68:1 69:1 70:1 71:1 72:1 73:1 74:1 
0 1:1 2:0 3:0 4:0 5:1 6:0 7:0 8:0 9:0 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:1 52:1 53:1 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 73:1 74:1 
0 1:1 2:0 3:0 4:0 5:1 6:0 7:0 8:0 9:0 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:1 52:1 53:1 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 73:1 74:1 
0 1:0 2:0 3:1 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:1 22:0 23:0 24:0 25:1 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:1 41:0 42:1 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0.6174869490372198 52:0.6951349776953565 53:0.7470705179172012 54:0.5811526154815995 55:0.6136078854347161 56:0.6611398636730746 57:0.644652558746943 58:0.5406992252857851 59:0.620116125305239 60:0.5 61:0.5999285062784668 62:0.6517193919779468 63:0.5515819430924429 64:0.6303206934435419 65:0.536092223035277 66:0.5902545845741275 67:0.7071671807828336 68:0 69:0.5 70:0.7214490723609647 71:0.6717372847546396 72:0.5931984231108052 73:0.5945989475796132 74:0.7119741583811013 
0 1:0 2:0 3:1 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:1 23:0 24:0 25:0 26:1 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:1 41:0 42:1 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0.619968781265828 52:0.7078822749498878 53:0.7107707375861372 54:0.6865575540251694 55:0.7296554416208273 56:1 57:0.6844447124196184 58:0.5421168850545613 59:0.5863930105467947 60:0.560743432570608 61:0.7485216505521555 62:0.6460350144755439 63:0.5863527767209992 64:1 65:0.6309756016971211 66:0.7297322196616394 67:0.6865575540251694 68:0.584135437778018 69:0.584135437778018 70:0.7360748050706261 71:1 72:0.6140020047584228 73:0.6130547462913206 74:0.7486695791019076 
