0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:-1 10:1 11:-1 12:0 13:0.00011106175033318525 14:1 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0.16552921271687415 58:0.5103864223005199 59:0.5763785548030264 60:0.5711003125832678 61:0.5 62:0.5 63:0.5939517300936757 64:0.5729717728534833 65:0.5 66:0.5050424974372756 67:0.5515819430924429 68:0.728090750079668 69:0.5917806850848999 70:0 71:0.5 72:0.5876028204815266 73:0.5962846535468412 74:0.6061479218472771 75:0.5515819430924429 76:0.5515819430924429 77:0.6224964761253446 78:0.7177485733328628 79:0.5726707012896084 80:0.5980425737457671 81:0.6196664887721092 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:-1 10:1 11:-1 12:0 13:9.094216078574027e-05 14:1 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0.16552921271687415 58:0.607043828596713 59:0.6267217208682151 60:0.6563774155260674 61:0.5 62:0.5577734713497952 63:0.5233456403081337 64:0.5 65:0.5 66:0.617245385686066 67:0.6876465059093766 68:0.70838596586038 69:0.5692517375501781 70:0.5 71:1 72:0.5 73:0.5973688621439767 74:0.5 75:0.5811526154815995 76:0.611137966799573 77:1 78:0.7110550340917559 79:0.6959949674278685 80:0.6846835705702682 81:0.7085848622356106 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:-1 10:1 11:-1 12:0 13:0.00011106175033318525 14:1 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0.16552921271687415 58:0.5103864223005199 59:0.5763785548030264 60:0.5711003125832678 61:0.5 62:0.5 63:0.5939517300936757 64:0.5729717728534833 65:0.5 66:0.5050424974372756 67:0.5515819430924429 68:0.728090750079668 69:0.5917806850848999 70:0 71:0.5 72:0.5876028204815266 73:0.5962846535468412 74:0.6061479218472771 75:0.5515819430924429 76:0.5515819430924429 77:0.6224964761253446 78:0.7177485733328628 79:0.5726707012896084 80:0.5980425737457671 81:0.6196664887721092 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:-1 10:1 11:-1 12:0 13:9.094216078574027e-05 14:1 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0.16552921271687415 58:0.607043828596713 59:0.6267217208682151 60:0.6563774155260674 61:0.5 62:0.5577734713497952 63:0.5233456403081337 64:0.5 65:0.5 66:0.617245385686066 67:0.6876465059093766 68:0.70838596586038 69:0.5692517375501781 70:0.5 71:1 72:0.5 73:0.5973688621439767 74:0.5 75:0.5811526154815995 76:0.611137966799573 77:1 78:0.7110550340917559 79:0.6959949674278685 80:0.6846835705702682 81:0.7085848622356106 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:0 10:1 11:-1 12:0 13:0.00011109876680368848 14:1 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:1 28:0 29:0 30:0 31:1 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:1 47:0 48:1 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0.14806628988686296 58:0.6174869490372198 59:0.6951349776953565 60:0.7470705179172012 61:0.5811526154815995 62:0.6136078854347161 63:0.6611398636730746 64:0.644652558746943 65:0.5406992252857851 66:0.620116125305239 67:0.5 68:0.5999285062784668 69:0.6517193919779468 70:0.5515819430924429 71:0.6303206934435419 72:0.536092223035277 73:0.5902545845741275 74:0.7071671807828336 75:0 76:0.5 77:0.7214490723609647 78:0.6717372847546396 79:0.5931984231108052 80:0.5945989475796132 81:0.7119741583811013 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:0 10:1 11:-1 12:0 13:9.091735612328394e-05 14:1 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:1 29:0 30:0 31:0 32:1 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:1 47:0 48:1 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0.14806628988686296 58:0.619968781265828 59:0.7078822749498878 60:0.7107707375861372 61:0.6865575540251694 62:0.7296554416208273 63:1 64:0.6844447124196184 65:0.5421168850545613 66:0.5863930105467947 67:0.560743432570608 68:0.7485216505521555 69:0.6460350144755439 70:0.5863527767209992 71:1 72:0.6309756016971211 73:0.7297322196616394 74:0.6865575540251694 75:0.584135437778018 76:0.584135437778018 77:0.7360748050706261 78:1 79:0.6140020047584228 80:0.6130547462913206 81:0.7486695791019076 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:0 10:1 11:-1 12:0 13:0.00011109876680368848 14:1 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:1 28:0 29:0 30:0 31:1 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:1 47:0 48:1 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0.14806628988686296 58:0.6174869490372198 59:0.6951349776953565 60:0.7470705179172012 61:0.5811526154815995 62:0.6136078854347161 63:0.6611398636730746 64:0.644652558746943 65:0.5406992252857851 66:0.620116125305239 67:0.5 68:0.5999285062784668 69:0.6517193919779468 70:0.5515819430924429 71:0.6303206934435419 72:0.536092223035277 73:0.5902545845741275 74:0.7071671807828336 75:0 76:0.5 77:0.7214490723609647 78:0.6717372847546396 79:0.5931984231108052 80:0.5945989475796132 81:0.7119741583811013 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:0 10:1 11:-1 12:0 13:9.091735612328394e-05 14:1 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:1 29:0 30:0 31:0 32:1 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:1 47:0 48:1 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0.14806628988686296 58:0.619968781265828 59:0.7078822749498878 60:0.7107707375861372 61:0.6865575540251694 62:0.7296554416208273 63:1 64:0.6844447124196184 65:0.5421168850545613 66:0.5863930105467947 67:0.560743432570608 68:0.7485216505521555 69:0.6460350144755439 70:0.5863527767209992 71:1 72:0.6309756016971211 73:0.7297322196616394 74:0.6865575540251694 75:0.584135437778018 76:0.584135437778018 77:0.7360748050706261 78:1 79:0.6140020047584228 80:0.6130547462913206 81:0.7486695791019076 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:-1 10:1 11:-1 12:0 13:9.092562284051645e-05 14:1 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0.1363991192133132 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:0.6664107346994605 66:1 67:0.6681182275683991 68:1 69:1 70:0.6750098283865735 71:1 72:0.7031976866612785 73:0.6986469999100658 74:0.6919697774235579 75:0.7103482211577957 76:0.7103482211577957 77:0.7052402154062373 78:1 79:0.6816136983674818 80:0.7337815774354726 81:1 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:-1 10:1 11:-1 12:0 13:0.00011108642523883582 14:1 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:0 56:0 57:0.1363991192133132 58:1 59:1 60:1 61:0.5023223663360854 62:1 63:1 64:0.5023223663360854 65:0.5023223663360854 66:1 67:1 68:1 69:1 70:1 71:1 72:0.5082847280143348 73:0.6620883212682176 74:0.6455180183176896 75:1 76:1 77:1 78:1 79:1 80:1 81:1 
