parameters: n=5 l=2 k=1 p=5 q=1 m=8
TOTAL 22 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 1 | POS | INT | 0 | 48 | 48 | x=(37+11) | x 37 11 + = | x:watermelon 37:watermelon 11:watermelon +:watermelon =:watermelon
EXPR: 0 | POS | INT | 0 | 48 | 26 | x=(37-11) | x 37 11 - = | x:watermelon 37:watermelon 11:watermelon -:watermelon =:watermelon
EXPR: 0 | POS | INT | 1 | 48 | 26 | x=(37-11) | x 37 11 - = | x:watermelon 37:watermelon 11:watermelon -:watermelon =:watermelon
EXPR: 1 | POS | INT | 1 | 48 | 48 | x=(37+11) | x 37 11 + = | x:watermelon 37:watermelon 11:watermelon +:watermelon =:watermelon
EXPR: 0 | POS | INT | 2 | 48 | 26 | (37-x)=11 | 37 x - 11 = | 37:watermelon x:watermelon -:watermelon 11:watermelon =:watermelon
EXPR: 1 | POS | INT | 2 | 48 | 48 | (x-37)=11 | x 37 - 11 = | x:watermelon 37:watermelon -:watermelon 11:watermelon =:watermelon
EXPR: 0 | POS | INT | 2 | 48 | 26 | 37=(11+x) | 37 11 x + = | 37:watermelon 11:watermelon x:watermelon +:watermelon =:watermelon
EXPR: 1 | POS | INT | 2 | 48 | 48 | 37=(x-11) | 37 x 11 - = | 37:watermelon x:watermelon 11:watermelon -:watermelon =:watermelon
EXPR: 0 | POS | INT | 2 | 48 | 26 | 37=(x+11) | 37 x 11 + = | 37:watermelon x:watermelon 11:watermelon +:watermelon =:watermelon
EXPR: 1 | POS | INT | 12 | 48 | 48 | 11=(x-37) | 11 x 37 - = | 11:watermelon x:watermelon 37:watermelon -:watermelon =:watermelon
EXPR: 0 | POS | INT | 12 | 48 | 26 | (11+x)=37 | 11 x + 37 = | 11:watermelon x:watermelon +:watermelon 37:watermelon =:watermelon
EXPR: 0 | POS | INT | 12 | 48 | 26 | (x+11)=37 | x 11 + 37 = | x:watermelon 11:watermelon +:watermelon 37:watermelon =:watermelon
EXPR: 1 | POS | INT | 12 | 48 | 48 | (x-11)=37 | x 11 - 37 = | x:watermelon 11:watermelon -:watermelon 37:watermelon =:watermelon
EXPR: 0 | POS | INT | 12 | 48 | 26 | 11=(37-x) | 11 37 x - = | 11:watermelon 37:watermelon x:watermelon -:watermelon =:watermelon
NET 14 non-negative, integer-valued solutions found out of 22 total solutions
