0 1:1 2:0 3:0 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0.00011106175033318525 22:1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0.16552921271687415 50:0.5103864223005199 51:0.5763785548030264 52:0.5711003125832678 53:0.5 54:0.5 55:0.5939517300936757 56:0.5729717728534833 57:0.5 58:0.5050424974372756 59:0.5515819430924429 60:0.728090750079668 61:0.5917806850848999 62:0 63:0.5 64:0.5876028204815266 65:0.5962846535468412 66:0.6061479218472771 67:0.5515819430924429 68:0.5515819430924429 69:0.6224964761253446 70:0.7177485733328628 71:0.5726707012896084 72:0.5980425737457671 73:0.6196664887721092 
0 1:0 2:0 3:1 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0.00011106175033318525 22:1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0.16552921271687415 50:0.607043828596713 51:0.6267217208682151 52:0.6563774155260674 53:0.5 54:0.5577734713497952 55:0.5233456403081337 56:0.5 57:0.5 58:0.617245385686066 59:0.6876465059093766 60:0.70838596586038 61:0.5692517375501781 62:0.5 63:1 64:0.5 65:0.5973688621439767 66:0.5 67:0.5811526154815995 68:0.611137966799573 69:1 70:0.7110550340917559 71:0.6959949674278685 72:0.6846835705702682 73:0.7085848622356106 
0 1:1 2:0 3:0 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0.00011106175033318525 22:1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0.16552921271687415 50:0.5103864223005199 51:0.5763785548030264 52:0.5711003125832678 53:0.5 54:0.5 55:0.5939517300936757 56:0.5729717728534833 57:0.5 58:0.5050424974372756 59:0.5515819430924429 60:0.728090750079668 61:0.5917806850848999 62:0 63:0.5 64:0.5876028204815266 65:0.5962846535468412 66:0.6061479218472771 67:0.5515819430924429 68:0.5515819430924429 69:0.6224964761253446 70:0.7177485733328628 71:0.5726707012896084 72:0.5980425737457671 73:0.6196664887721092 
0 1:0 2:0 3:1 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0.00011106175033318525 22:1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0.16552921271687415 50:0.607043828596713 51:0.6267217208682151 52:0.6563774155260674 53:0.5 54:0.5577734713497952 55:0.5233456403081337 56:0.5 57:0.5 58:0.617245385686066 59:0.6876465059093766 60:0.70838596586038 61:0.5692517375501781 62:0.5 63:1 64:0.5 65:0.5973688621439767 66:0.5 67:0.5811526154815995 68:0.611137966799573 69:1 70:0.7110550340917559 71:0.6959949674278685 72:0.6846835705702682 73:0.7085848622356106 
0 1:0 2:0 3:1 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:0 18:1 19:-1 20:0 21:0.00011109876680368848 22:1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:1 36:0 37:0 38:0 39:1 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0.14806628988686296 50:0.6174869490372198 51:0.6951349776953565 52:0.7470705179172012 53:0.5811526154815995 54:0.6136078854347161 55:0.6611398636730746 56:0.644652558746943 57:0.5406992252857851 58:0.620116125305239 59:0.5 60:0.5999285062784668 61:0.6517193919779468 62:0.5515819430924429 63:0.6303206934435419 64:0.536092223035277 65:0.5902545845741275 66:0.7071671807828336 67:0 68:0.5 69:0.7214490723609647 70:0.6717372847546396 71:0.5931984231108052 72:0.5945989475796132 73:0.7119741583811013 
0 1:0 2:0 3:1 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:0 18:1 19:-1 20:0 21:0.00011109876680368848 22:1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:1 36:0 37:0 38:0 39:1 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0.14806628988686296 50:0.6174869490372198 51:0.6951349776953565 52:0.7470705179172012 53:0.5811526154815995 54:0.6136078854347161 55:0.6611398636730746 56:0.644652558746943 57:0.5406992252857851 58:0.620116125305239 59:0.5 60:0.5999285062784668 61:0.6517193919779468 62:0.5515819430924429 63:0.6303206934435419 64:0.536092223035277 65:0.5902545845741275 66:0.7071671807828336 67:0 68:0.5 69:0.7214490723609647 70:0.6717372847546396 71:0.5931984231108052 72:0.5945989475796132 73:0.7119741583811013 
0 1:0 2:0 3:1 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:0 18:1 19:-1 20:0 21:0.00011109876680368848 22:1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:1 37:0 38:0 39:0 40:1 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0.14806628988686296 50:0.619968781265828 51:0.7078822749498878 52:0.7107707375861372 53:0.6865575540251694 54:0.7296554416208273 55:1 56:0.6844447124196184 57:0.5421168850545613 58:0.5863930105467947 59:0.560743432570608 60:0.7485216505521555 61:0.6460350144755439 62:0.5863527767209992 63:1 64:0.6309756016971211 65:0.7297322196616394 66:0.6865575540251694 67:0.584135437778018 68:0.584135437778018 69:0.7360748050706261 70:1 71:0.6140020047584228 72:0.6130547462913206 73:0.7486695791019076 
0 1:0 2:0 3:1 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:0 18:1 19:-1 20:0 21:0.00011109876680368848 22:1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:1 37:0 38:0 39:0 40:1 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0.14806628988686296 50:0.619968781265828 51:0.7078822749498878 52:0.7107707375861372 53:0.6865575540251694 54:0.7296554416208273 55:1 56:0.6844447124196184 57:0.5421168850545613 58:0.5863930105467947 59:0.560743432570608 60:0.7485216505521555 61:0.6460350144755439 62:0.5863527767209992 63:1 64:0.6309756016971211 65:0.7297322196616394 66:0.6865575540251694 67:0.584135437778018 68:0.584135437778018 69:0.7360748050706261 70:1 71:0.6140020047584228 72:0.6130547462913206 73:0.7486695791019076 
0 1:1 2:0 3:0 4:0 5:0 6:1 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0.00011108642523883582 22:1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0.1363991192133132 50:1 51:1 52:1 53:1 54:1 55:1 56:1 57:0.6664107346994605 58:1 59:0.6681182275683991 60:1 61:1 62:0.6750098283865735 63:1 64:0.7031976866612785 65:0.6986469999100658 66:0.6919697774235579 67:0.7103482211577957 68:0.7103482211577957 69:0.7052402154062373 70:1 71:0.6816136983674818 72:0.7337815774354726 73:1 
0 1:0 2:0 3:1 4:1 5:0 6:0 7:0 8:0 9:0 10:0 11:0 12:0 13:-1 14:-1 15:-1 16:-1 17:-1 18:1 19:0 20:0 21:0.00011108642523883582 22:1 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0.1363991192133132 50:1 51:1 52:1 53:0.5023223663360854 54:1 55:1 56:0.5023223663360854 57:0.5023223663360854 58:1 59:1 60:1 61:1 62:1 63:1 64:0.5082847280143348 65:0.6620883212682176 66:0.6455180183176896 67:1 68:1 69:1 70:1 71:1 72:1 73:1 
