-1 1:0.1 2:0.8302599205048937 3:0 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
1 1:0.0 2:0.7283212400235589 3:0 4:0 5:1 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:0.0 2:0.20131096777043622 3:1 4:0 5:1 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
1 1:0.1 2:0.12323378605463575 3:0 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
1 1:0.0 2:0.8690925309552154 3:0 4:0 5:1 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:1 15:0 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.5138828053886524 3:0 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:1 15:0 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.4019848814963731 3:1 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:1 15:0 16:0 17:0 18:0 19:0 
-1 1:0.0 2:0.06777355534316004 3:1 4:0 5:1 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:1 15:0 16:0 17:0 18:0 19:0 
-1 1:0.0 2:0.0 3:0 4:1 5:1 6:1 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:1 16:0 17:0 18:0 19:0 
1 1:0.0 2:0.8015406042893498 3:0 4:0 5:1 6:1 7:0 8:1 9:0 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
1 1:0.1 2:0.5086892483533438 3:0 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.4052407362061278 3:1 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:0.0 2:0.12488144994704928 3:0 4:0 5:1 6:1 7:0 8:1 9:0 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
1 1:0.0 2:0.819892233695836 3:0 4:0 5:1 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.7489916140114229 3:0 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
