parameters: n=5 l=2 k=1 p=5 q=1 m=8
TOTAL 28 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 0 | 15 | 1 | (8-7)=x | 8 7 - x = | 8:pear 7:pear -:pear x:pear =:pear
EXPR: 1 | POS | INT | 0 | 15 | 15 | x=(8+7) | x 8 7 + = | x:pear 8:pear 7:pear +:pear =:pear
EXPR: 0 | POS | INT | 0 | 15 | 1 | x=(8-7) | x 8 7 - = | x:pear 8:pear 7:pear -:pear =:pear
EXPR: 1 | POS | INT | 0 | 15 | 15 | (8+7)=x | 8 7 + x = | 8:pear 7:pear +:pear x:pear =:pear
EXPR: 0 | POS | INT | 2 | 15 | 1 | 8=(7+x) | 8 7 x + = | 8:pear 7:pear x:pear +:pear =:pear
EXPR: 0 | POS | INT | 2 | 15 | 1 | 8=(x+7) | 8 x 7 + = | 8:pear x:pear 7:pear +:pear =:pear
EXPR: 1 | POS | INT | 2 | 15 | 15 | 8=(x-7) | 8 x 7 - = | 8:pear x:pear 7:pear -:pear =:pear
EXPR: 0 | POS | INT | 2 | 15 | 1 | (8-x)=7 | 8 x - 7 = | 8:pear x:pear -:pear 7:pear =:pear
EXPR: 1 | POS | INT | 2 | 15 | 15 | (x-8)=7 | x 8 - 7 = | x:pear 8:pear -:pear 7:pear =:pear
EXPR: 1 | POS | INT | 4 | 15 | 15 | 7=(x-8) | 7 x 8 - = | 7:pear x:pear 8:pear -:pear =:pear
EXPR: 0 | POS | INT | 4 | 15 | 1 | (7+x)=8 | 7 x + 8 = | 7:pear x:pear +:pear 8:pear =:pear
EXPR: 1 | POS | INT | 4 | 15 | 15 | (x-7)=8 | x 7 - 8 = | x:pear 7:pear -:pear 8:pear =:pear
EXPR: 0 | POS | INT | 4 | 15 | 1 | (x+7)=8 | x 7 + 8 = | x:pear 7:pear +:pear 8:pear =:pear
EXPR: 0 | POS | INT | 4 | 15 | 1 | 7=(8-x) | 7 8 x - = | 7:pear 8:pear x:pear -:pear =:pear
NET 14 unique, non-negative, integer-valued solutions found out of 28 total solutions
