parameters: n=5 l=2 k=1 p=5 q=1 m=8
TOTAL 28 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 0 | 227 | 19 | (123-104)=x | 123 104 - x = | 123:orange 104:orange -:orange x:orange =:orange
EXPR: 1 | POS | INT | 0 | 227 | 227 | x=(123+104) | x 123 104 + = | x:orange 123:orange 104:orange +:orange =:orange
EXPR: 0 | POS | INT | 0 | 227 | 19 | x=(123-104) | x 123 104 - = | x:orange 123:orange 104:orange -:orange =:orange
EXPR: 1 | POS | INT | 0 | 227 | 227 | (123+104)=x | 123 104 + x = | 123:orange 104:orange +:orange x:orange =:orange
EXPR: 0 | POS | INT | 2 | 227 | 19 | 123=(104+x) | 123 104 x + = | 123:orange 104:orange x:orange +:orange =:orange
EXPR: 0 | POS | INT | 2 | 227 | 19 | 123=(x+104) | 123 x 104 + = | 123:orange x:orange 104:orange +:orange =:orange
EXPR: 1 | POS | INT | 2 | 227 | 227 | 123=(x-104) | 123 x 104 - = | 123:orange x:orange 104:orange -:orange =:orange
EXPR: 0 | POS | INT | 2 | 227 | 19 | (123-x)=104 | 123 x - 104 = | 123:orange x:orange -:orange 104:orange =:orange
EXPR: 1 | POS | INT | 2 | 227 | 227 | (x-123)=104 | x 123 - 104 = | x:orange 123:orange -:orange 104:orange =:orange
EXPR: 1 | POS | INT | 4 | 227 | 227 | 104=(x-123) | 104 x 123 - = | 104:orange x:orange 123:orange -:orange =:orange
EXPR: 0 | POS | INT | 4 | 227 | 19 | (104+x)=123 | 104 x + 123 = | 104:orange x:orange +:orange 123:orange =:orange
EXPR: 1 | POS | INT | 4 | 227 | 227 | (x-104)=123 | x 104 - 123 = | x:orange 104:orange -:orange 123:orange =:orange
EXPR: 0 | POS | INT | 4 | 227 | 19 | (x+104)=123 | x 104 + 123 = | x:orange 104:orange +:orange 123:orange =:orange
EXPR: 0 | POS | INT | 4 | 227 | 19 | 104=(123-x) | 104 123 x - = | 104:orange 123:orange x:orange -:orange =:orange
NET 14 unique, non-negative, integer-valued solutions found out of 28 total solutions
