parameters: n=5 l=2 k=1 p=5 q=1 m=8
TOTAL 28 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 0 | 14 | 106 | x=(46+60) | x 46 60 + = | x:bale 46:bale 60:bale +:bale =:bale
EXPR: 0 | POS | INT | 0 | 14 | 106 | (46+60)=x | 46 60 + x = | 46:bale 60:bale +:bale x:bale =:bale
EXPR: 1 | POS | INT | 2 | 14 | 14 | (x+46)=60 | x 46 + 60 = | x:bale 46:bale +:bale 60:bale =:bale
EXPR: 1 | POS | INT | 2 | 14 | 14 | 46=(60-x) | 46 60 x - = | 46:bale 60:bale x:bale -:bale =:bale
EXPR: 1 | POS | INT | 2 | 14 | 14 | x=(60-46) | x 60 46 - = | x:bale 60:bale 46:bale -:bale =:bale
EXPR: 1 | POS | INT | 2 | 14 | 14 | (60-46)=x | 60 46 - x = | 60:bale 46:bale -:bale x:bale =:bale
EXPR: 0 | POS | INT | 2 | 14 | 106 | 46=(x-60) | 46 x 60 - = | 46:bale x:bale 60:bale -:bale =:bale
EXPR: 1 | POS | INT | 2 | 14 | 14 | (46+x)=60 | 46 x + 60 = | 46:bale x:bale +:bale 60:bale =:bale
EXPR: 0 | POS | INT | 2 | 14 | 106 | (x-46)=60 | x 46 - 60 = | x:bale 46:bale -:bale 60:bale =:bale
EXPR: 0 | POS | INT | 4 | 14 | 106 | 60=(x-46) | 60 x 46 - = | 60:bale x:bale 46:bale -:bale =:bale
EXPR: 1 | POS | INT | 4 | 14 | 14 | (60-x)=46 | 60 x - 46 = | 60:bale x:bale -:bale 46:bale =:bale
EXPR: 0 | POS | INT | 4 | 14 | 106 | (x-60)=46 | x 60 - 46 = | x:bale 60:bale -:bale 46:bale =:bale
EXPR: 1 | POS | INT | 4 | 14 | 14 | 60=(46+x) | 60 46 x + = | 60:bale 46:bale x:bale +:bale =:bale
EXPR: 1 | POS | INT | 4 | 14 | 14 | 60=(x+46) | 60 x 46 + = | 60:bale x:bale 46:bale +:bale =:bale
NET 14 unique, non-negative, integer-valued solutions found out of 28 total solutions
