parameters: n=5 l=2 k=1 p=5 q=2 m=8
TOTAL 100 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 0 | 24 | 32 | x=(4*8) | x 4 8 * = | x:dollar 4:people 8:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 1 | 24 | 32 | x=(4*8) | x 4 8 * = | x:dollar 4:people 8:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 24 | 2 | (4*x)=8 | 4 x * 8 = | 4:people x:dollar *:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 24 | 32 | (x/4)=8 | x 4 / 8 = | x:dollar 4:people /:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 2 | 24 | 2 | (x*4)=8 | x 4 * 8 = | x:dollar 4:people *:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 24 | 12 | x=(4+8) | x 4 8 + = | x:dollar 4:dollar 8:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 24 | 2 | x=(8/4) | x 8 4 / = | x:dollar 8:dollar 4:people /:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 24 | 32 | x=(4*8) | x 4 8 * = | x:people 4:people 8:dollar *:people =:people
EXPR: 0 | POS | INT | 11 | 24 | 12 | x=(4+8) | x 4 8 + = | x:dollar 4:dollar 8:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 24 | 2 | x=(8/4) | x 8 4 / = | x:dollar 8:dollar 4:people /:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 24 | 32 | x=(4*8) | x 4 8 * = | x:people 4:people 8:dollar *:people =:people
EXPR: 0 | POS | INT | 12 | 24 | 12 | 4=(x-8) | 4 x 8 - = | 4:dollar x:dollar 8:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 24 | 32 | 4=(x/8) | 4 x 8 / = | 4:people x:people 8:dollar /:people =:people
EXPR: 0 | POS | INT | 12 | 24 | 2 | 4=(8/x) | 4 8 x / = | 4:people 8:people x:dollar /:people =:people
EXPR: 0 | POS | INT | 12 | 24 | 4 | 4=(8-x) | 4 8 x - = | 4:dollar 8:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 24 | 2 | (x*4)=8 | x 4 * 8 = | x:dollar 4:people *:people 8:people =:people
EXPR: 0 | POS | INT | 12 | 24 | 2 | 8=(x*4) | 8 x 4 * = | 8:dollar x:dollar 4:people *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 24 | 32 | 8=(x/4) | 8 x 4 / = | 8:dollar x:dollar 4:people /:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 24 | 4 | (x+4)=8 | x 4 + 8 = | x:dollar 4:dollar +:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 24 | 4 | (4+x)=8 | 4 x + 8 = | 4:dollar x:dollar +:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 24 | 2 | 8=(4*x) | 8 4 x * = | 8:dollar 4:people x:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 24 | 12 | (x-4)=8 | x 4 - 8 = | x:dollar 4:dollar -:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 24 | 2 | (4*x)=8 | 4 x * 8 = | 4:people x:dollar *:people 8:people =:people
EXPR: 0 | POS | INT | 20 | 24 | 4 | x=(8-4) | x 8 4 - = | x:dollar 8:dollar 4:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 24 | 12 | x=(4+8) | x 4 8 + = | x:people 4:people 8:people +:people =:people
EXPR: 0 | POS | INT | 20 | 24 | 32 | x=(4*8) | x 4 8 * = | x:dollar 4:dollar 8:people *:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 24 | 4 | x=(8-4) | x 8 4 - = | x:dollar 8:dollar 4:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 24 | 12 | x=(4+8) | x 4 8 + = | x:people 4:people 8:people +:people =:people
EXPR: 0 | POS | INT | 21 | 24 | 32 | x=(4*8) | x 4 8 * = | x:dollar 4:dollar 8:people *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 24 | 12 | 4=(x-8) | 4 x 8 - = | 4:people x:people 8:people -:people =:people
EXPR: 0 | POS | INT | 22 | 24 | 12 | 8=(x-4) | 8 x 4 - = | 8:dollar x:dollar 4:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 24 | 2 | (x*4)=8 | x 4 * 8 = | x:people 4:dollar *:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 24 | 32 | 4=(x/8) | 4 x 8 / = | 4:dollar x:dollar 8:people /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 24 | 4 | 8=(4+x) | 8 4 x + = | 8:dollar 4:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 24 | 2 | 8=(x*4) | 8 x 4 * = | 8:people x:dollar 4:people *:people =:people
EXPR: 0 | POS | INT | 22 | 24 | 4 | 4=(8-x) | 4 8 x - = | 4:people 8:people x:people -:people =:people
EXPR: 0 | POS | INT | 22 | 24 | 2 | 8=(4*x) | 8 4 x * = | 8:people 4:people x:dollar *:people =:people
EXPR: 0 | POS | INT | 22 | 24 | 4 | (x+4)=8 | x 4 + 8 = | x:people 4:people +:people 8:people =:people
EXPR: 0 | POS | INT | 22 | 24 | 4 | (4+x)=8 | 4 x + 8 = | 4:people x:people +:people 8:people =:people
EXPR: 0 | POS | INT | 22 | 24 | 12 | (x-8)=4 | x 8 - 4 = | x:dollar 8:dollar -:dollar 4:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 24 | 2 | (8/x)=4 | 8 x / 4 = | 8:people x:dollar /:people 4:people =:people
EXPR: 0 | POS | INT | 22 | 24 | 4 | 8=(x+4) | 8 x 4 + = | 8:dollar x:dollar 4:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 24 | 32 | (x/8)=4 | x 8 / 4 = | x:people 8:dollar /:people 4:people =:people
EXPR: 0 | POS | INT | 22 | 24 | 4 | (8-x)=4 | 8 x - 4 = | 8:dollar x:dollar -:dollar 4:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 24 | 12 | (x-4)=8 | x 4 - 8 = | x:people 4:people -:people 8:people =:people
EXPR: 0 | POS | INT | 22 | 24 | 2 | 4=(8/x) | 4 8 x / = | 4:dollar 8:dollar x:people /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 24 | 2 | (4*x)=8 | 4 x * 8 = | 4:dollar x:people *:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 24 | 32 | x=(4*8) | x 4 8 * = | x:people 4:dollar 8:people *:people =:people
EXPR: 0 | POS | INT | 30 | 24 | 4 | x=(8-4) | x 8 4 - = | x:people 8:people 4:people -:people =:people
EXPR: 0 | POS | INT | 31 | 24 | 32 | x=(4*8) | x 4 8 * = | x:people 4:dollar 8:people *:people =:people
EXPR: 0 | POS | INT | 31 | 24 | 4 | x=(8-4) | x 8 4 - = | x:people 8:people 4:people -:people =:people
