parameters: n=5 l=2 k=1 p=5 q=2 m=8
TOTAL 100 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 1 | POS | INT | 0 | 18 | 18 | x=(3*6) | x 3 6 * = | x:hour 3:hour 6:day *:hour =:hour
EXPR: 1 | POS | INT | 1 | 18 | 18 | x=(3*6) | x 3 6 * = | x:hour 3:hour 6:day *:hour =:hour
EXPR: 1 | POS | INT | 2 | 18 | 18 | 3=(x/6) | 3 x 6 / = | 3:hour x:hour 6:day /:hour =:hour
EXPR: 1 | POS | INT | 10 | 18 | 18 | x=(3*6) | x 3 6 * = | x:day 3:hour 6:day *:day =:day
EXPR: 0 | POS | INT | 10 | 18 | 9 | x=(3+6) | x 3 6 + = | x:hour 3:hour 6:hour +:hour =:hour
EXPR: 1 | POS | INT | 11 | 18 | 18 | x=(3*6) | x 3 6 * = | x:day 3:hour 6:day *:day =:day
EXPR: 0 | POS | INT | 11 | 18 | 9 | x=(3+6) | x 3 6 + = | x:hour 3:hour 6:hour +:hour =:hour
EXPR: 0 | POS | INT | 12 | 18 | 2 | 3=(6/x) | 3 6 x / = | 3:day 6:day x:hour /:day =:day
EXPR: 1 | POS | INT | 12 | 18 | 18 | (x/3)=6 | x 3 / 6 = | x:day 3:hour /:day 6:day =:day
EXPR: 0 | POS | INT | 12 | 18 | 2 | (x*3)=6 | x 3 * 6 = | x:day 3:hour *:day 6:day =:day
EXPR: 0 | POS | INT | 12 | 18 | 9 | (x-3)=6 | x 3 - 6 = | x:hour 3:hour -:hour 6:hour =:hour
EXPR: 0 | POS | INT | 12 | 18 | 3 | (x+3)=6 | x 3 + 6 = | x:hour 3:hour +:hour 6:hour =:hour
EXPR: 1 | POS | INT | 12 | 18 | 18 | (x/6)=3 | x 6 / 3 = | x:hour 6:day /:hour 3:hour =:hour
EXPR: 0 | POS | INT | 12 | 18 | 3 | 3=(6-x) | 3 6 x - = | 3:hour 6:hour x:hour -:hour =:hour
EXPR: 0 | POS | INT | 12 | 18 | 2 | (x*3)=6 | x 3 * 6 = | x:hour 3:day *:day 6:day =:day
EXPR: 0 | POS | INT | 12 | 18 | 9 | 3=(x-6) | 3 x 6 - = | 3:hour x:hour 6:hour -:hour =:hour
EXPR: 0 | POS | INT | 12 | 18 | 3 | (3+x)=6 | 3 x + 6 = | 3:hour x:hour +:hour 6:hour =:hour
