0 1:-1 2:-1 3:1 4:1 5:-1 6:0 7:9.09008271975275e-05 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:1 49:1 50:1 51:1 52:0.5802968134962474 53:1 54:0.5071358435357449 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:0.5871924500776564 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 
0 1:-1 2:-1 3:0 4:1 5:-1 6:0 7:9.091735612328394e-05 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 22:0 23:1 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:1 38:0 39:1 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:1 49:1 50:1 51:1 52:1 53:1 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 
0 1:-1 2:-1 3:-1 4:1 5:0 6:0 7:9.087604507451835e-05 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:1 49:1 50:1 51:1 52:1 53:1 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 
0 1:-1 2:-1 3:-1 4:1 5:-1 6:-1 7:9.09090909090909e-05 8:0 9:1 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:1 49:0.6755619152133558 50:0.5680437247172305 51:0.5551562154760189 52:0.6074905220890633 53:0.6248849669021841 54:0.5791378802903603 55:0.5422547349520618 56:0.5565771388540416 57:0.66350504484664 58:0.6377354006043701 59:0.7132215690551108 60:0.5338735826534391 61:0.5628694685681452 62:1 63:0.5897022599795625 64:0.7874287009916359 65:0.7103189017304753 66:0.6377354006043701 67:0.6083489230023216 68:1 69:0.7016933768673761 70:0.5570436684137551 71:0.5083248615553172 72:0.5893858034481672 
0 1:-1 2:-1 3:-1 4:1 5:0 6:0 7:9.996001599360256e-05 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:1 49:1 50:1 51:1 52:1 53:1 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 
0 1:-1 2:-1 3:0 4:1 5:-1 6:0 7:9.998000399920016e-05 8:1 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:1 23:1 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:1 48:1 49:1 50:1 51:1 52:1 53:1 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 
0 1:-1 2:-1 3:-1 4:1 5:0 6:0 7:9.09338910611985e-05 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:1 49:0.607043828596713 50:0.6267217208682151 51:0.6563774155260674 52:0.5 53:0.5577734713497952 54:0.5233456403081337 55:0.5 56:0.5 57:0.617245385686066 58:0.6876465059093766 59:0.70838596586038 60:0.5692517375501781 61:0.5 62:1 63:0.5 64:0.5973688621439767 65:0.5 66:0.5811526154815995 67:0.611137966799573 68:1 69:0.7110550340917559 70:0.6959949674278685 71:0.6846835705702682 72:0.7085848622356106 
0 1:-1 2:-1 3:-1 4:1 5:0 6:0 7:9.997000899730081e-05 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:1 49:1 50:1 51:1 52:1 53:1 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 
0 1:-1 2:-1 3:0 4:1 5:0 6:0 7:9.09090909090909e-05 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:1 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:1 49:1 50:1 51:1 52:1 53:1 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 
0 1:-1 2:-1 3:-1 4:1 5:1 6:0 7:9.995002498750625e-05 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:1 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0.607043828596713 50:0.6267217208682151 51:0.6563774155260674 52:0.5 53:0.5577734713497952 54:0.5233456403081337 55:0.5 56:0.5 57:0.617245385686066 58:0.6876465059093766 59:0.70838596586038 60:0.5692517375501781 61:0.5 62:1 63:0.5 64:0.5973688621439767 65:0.5 66:0.5811526154815995 67:0.611137966799573 68:1 69:0.7110550340917559 70:0.6959949674278685 71:0.6846835705702682 72:0.7085848622356106 
