0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:-1 10:1 11:0 12:0 13:9.087604507451835e-05 14:0 15:1 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:1 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 73:1 74:1 75:1 76:1 77:1 78:1 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:-1 10:1 11:0 12:0 13:9.085953116481919e-05 14:0 15:1 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:1 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 73:1 74:1 75:1 76:1 77:1 78:1 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:-1 10:1 11:-1 12:-1 13:9.09090909090909e-05 14:0 15:1 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:1 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:1 55:0.6755619152133558 56:0.5680437247172305 57:0.5551562154760189 58:0.6074905220890633 59:0.6248849669021841 60:0.5791378802903603 61:0.5422547349520618 62:0.5565771388540416 63:0.66350504484664 64:0.6377354006043701 65:0.7132215690551108 66:0.5338735826534391 67:0.5628694685681452 68:1 69:0.5897022599795625 70:0.7874287009916359 71:0.7103189017304753 72:0.6377354006043701 73:0.6083489230023216 74:1 75:0.7016933768673761 76:0.5570436684137551 77:0.5083248615553172 78:0.5893858034481672 
0 1:0 2:1 3:1 4:0 5:-1 6:-1 7:-1 8:-1 9:0 10:1 11:0 12:0 13:9.997000899730081e-05 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 73:1 74:1 75:1 76:1 77:1 78:1 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:-1 10:1 11:0 12:0 13:9.089256498818396e-05 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:1 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:1 55:1 56:0.560278652708901 57:1 58:0.5999428898116063 59:0.6198046403765924 60:0.634696640713779 61:0.6118534497417838 62:0.560278652708901 63:0.6238892619728474 64:0.5736621244112146 65:0.6485198323427129 66:0.6838403056151706 67:0.6082683899686642 68:0.6663060317588734 69:0.5999428898116063 70:0.7007524136181454 71:1 72:0.5736621244112146 73:0.5 74:1 75:0.6571450428617012 76:0.6474290801372165 77:0.6872548697602588 78:0.7483975113639912 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:-1 10:1 11:0 12:-1 13:9.089256498818396e-05 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:1 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:1 52:0 53:0 54:0.16552921271687415 55:0.5103864223005199 56:0.5763785548030264 57:0.5711003125832678 58:0.5 59:0.5 60:0.5939517300936757 61:0.5729717728534833 62:0.5 63:0.5050424974372756 64:0.5515819430924429 65:0.728090750079668 66:0.5917806850848999 67:0.5 68:0.5 69:0.5876028204815266 70:0.5962846535468412 71:0.6061479218472771 72:0.5515819430924429 73:0.5515819430924429 74:0.6224964761253446 75:0.7177485733328628 76:0.5726707012896084 77:0.5980425737457671 78:0.6196664887721092 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:-1 10:1 11:0 12:0 13:9.995002498750625e-05 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 73:1 74:1 75:1 76:1 77:1 78:1 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:1 10:1 11:-1 12:-1 13:9.09090909090909e-05 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:1 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:1 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:1 52:0 53:0 54:1 55:0.6731411659043034 56:0.6777375993395076 57:0.7440703640152792 58:0.6876465059093766 59:0.644602077611181 60:0.638399732935841 61:0.644652558746943 62:0.5406992252857851 63:0.5044434032318594 64:0.5 65:0.5999285062784668 66:0.6082223233618951 67:0.5515819430924429 68:0.6303206934435419 69:0.5252167817173543 70:0.5902545845741275 71:0.6646337448295041 72:0.5 73:0.5 74:0.6803041441885046 75:0.6366309303000642 76:0.5350660719235842 77:0.5945989475796132 78:0.7119741583811013 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:-1 10:1 11:0 12:0 13:9.09090909090909e-05 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:1 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:0 55:1 56:0.7175142781961671 57:0.6824342062069615 58:0.6530027606779601 59:0.710182266762291 60:0.5192378668313666 61:0.5 62:0.5046109419056299 63:1 64:1 65:0.7273699618193044 66:0.609424696473072 67:0.5369623931768877 68:1 69:0.6977171125550196 70:1 71:0.6530027606779601 72:0.7461229657239434 73:0.7114953101795115 74:1 75:1 76:0.7395881478823803 77:0.7067621976285244 78:0.7275438126295888 
0 1:0 2:0 3:0 4:0 5:-1 6:-1 7:-1 8:-1 9:-1 10:1 11:0 12:0 13:9.995002498750625e-05 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:1 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0 50:0 51:0 52:0 53:0 54:1 55:1 56:0.6104015239158005 57:0.5987294098434556 58:0.5901866248110297 59:0.6738168682713196 60:0.6878009846846004 61:0.5750719063327238 62:0.6104015239158005 63:0.6058649959931462 64:0.5875041051177083 65:0.751633399261613 66:0.6814739607467726 67:0.5936147976837124 68:0.6636688378834652 69:0.5550537442319672 70:0.6177548482788473 71:0.6547362269230542 72:0.5875041051177083 73:0.5968167610434455 74:1 75:0.7430329229123609 76:0.7349574060515182 77:0.7175211196958381 78:0.7683640579396184 
