1 1:0.0 2:0.8542868514594936 3:0 4:0 5:1 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:1 15:0 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.7977464920603312 3:0 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:1 15:0 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.11457163787096247 3:1 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:1 15:0 16:0 17:0 18:0 19:0 
-1 1:0.0 2:0.08703312060125228 3:1 4:0 5:1 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:1 15:0 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.873713302986992 3:0 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
1 1:0.0 2:0.7376816288511914 3:0 4:0 5:1 6:0 7:0 8:1 9:0 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:0.0 2:0.18653564356403465 3:1 4:0 5:1 6:0 7:0 8:1 9:0 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
1 1:0.1 2:0.0596015767942954 3:0 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
1 1:0.0 2:0.8765985541709044 3:0 4:0 5:1 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.8342283011048421 3:0 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.11204973960381191 3:1 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:0.0 2:0.08668368218564355 3:1 4:0 5:1 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:0.0 2:0.7574700723384092 3:0 4:0 5:1 6:1 7:0 8:0 9:1 10:1 11:1 12:0 13:0 14:1 15:0 16:0 17:0 18:1 19:0 
-1 1:0.1 2:0.6690620406055396 3:0 4:1 5:0 6:0 7:0 8:0 9:1 10:1 11:0 12:0 13:0 14:1 15:0 16:0 17:0 18:1 19:0 
1 1:0.1 2:0.2328066891583937 3:0 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:1 15:0 16:0 17:0 18:1 19:0 
-1 1:0.0 2:0.1818391807965973 3:1 4:0 5:1 6:1 7:0 8:0 9:1 10:1 11:1 12:0 13:0 14:1 15:0 16:0 17:0 18:1 19:0 
1 1:0.0 2:0.8783259275453379 3:0 4:0 5:1 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:1 15:0 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.8716028757389339 3:0 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:1 15:0 16:0 17:0 18:0 19:0 
-1 1:0.0 2:0.06212544644747361 3:1 4:0 5:1 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:1 15:0 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.0620614414312039 3:1 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:1 15:0 16:0 17:0 18:0 19:0 
1 1:0.0 2:0.8796041505916148 3:0 4:0 5:1 6:0 7:0 8:1 9:0 10:1 11:1 12:0 13:0 14:0 15:1 16:0 17:0 18:0 19:0 
-1 1:0.9 2:0.876445838578696 3:1 4:1 5:0 6:0 7:0 8:1 9:0 10:1 11:1 12:0 13:0 14:0 15:1 16:0 17:0 18:0 19:0 
-1 1:0.9 2:0.8404006607126642 3:0 4:1 5:0 6:0 7:0 8:1 9:0 10:1 11:0 12:0 13:0 14:0 15:1 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.5538839246214549 3:0 4:0 5:1 6:0 7:0 8:1 9:0 10:1 11:0 12:0 13:0 14:0 15:1 16:0 17:0 18:0 19:0 
-1 1:0.0 2:0.8622398065885125 3:0 4:0 5:1 6:0 7:0 8:1 9:0 10:1 11:1 12:0 13:1 14:1 15:0 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.6250509724315984 3:1 4:1 5:0 6:0 7:0 8:1 9:0 10:1 11:1 12:0 13:1 14:1 15:0 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.2937833850482387 3:0 4:1 5:0 6:0 7:0 8:1 9:0 10:1 11:1 12:0 13:1 14:1 15:0 16:0 17:0 18:0 19:0 
-1 1:0.0 2:0.08231777205275478 3:0 4:0 5:1 6:0 7:0 8:1 9:0 10:1 11:1 12:0 13:1 14:1 15:0 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.8430592519405904 3:0 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:0.0 2:0.6982252497040816 3:1 4:0 5:1 6:0 7:0 8:1 9:0 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:0.0 2:0.23186540722610788 3:0 4:0 5:1 6:0 7:0 8:1 9:0 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:0.1 2:0.08258274556554131 3:1 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:1.1 2:0.80307664143513 3:1 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:0.2 2:0.7050615662843851 3:0 4:0 5:1 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:0.0 2:0.6611951121163447 3:1 4:0 5:1 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
-1 1:1.4000000000000001 2:0.5858447111592393 3:0 4:1 5:0 6:0 7:0 8:1 9:1 10:1 11:1 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 
