0 1:-1 2:-1 3:0 4:1 5:0 6:0 7:9.09090909090909e-05 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:1 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:1 49:1 50:1 51:1 52:1 53:1 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 
0 1:-1 2:-1 3:-1 4:1 5:1 6:0 7:9.995002498750625e-05 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:1 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:0.607043828596713 50:0.6267217208682151 51:0.6563774155260674 52:0.5 53:0.5577734713497952 54:0.5233456403081337 55:0.5 56:0.5 57:0.617245385686066 58:0.6876465059093766 59:0.70838596586038 60:0.5692517375501781 61:0.5 62:1 63:0.5 64:0.5973688621439767 65:0.5 66:0.5811526154815995 67:0.611137966799573 68:1 69:0.7110550340917559 70:0.6959949674278685 71:0.6846835705702682 72:0.7085848622356106 
0 1:-1 2:-1 3:-1 4:1 5:0 6:0 7:9.089256498818396e-05 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:1 49:1 50:0.560278652708901 51:1 52:0.5999428898116063 53:0.6198046403765924 54:0.634696640713779 55:0.6118534497417838 56:0.560278652708901 57:0.6238892619728474 58:0.5736621244112146 59:0.6485198323427129 60:0.6838403056151706 61:0.6082683899686642 62:0.6663060317588734 63:0.5999428898116063 64:0.7007524136181454 65:1 66:0.5736621244112146 67:0.5 68:1 69:0.6571450428617012 70:0.6474290801372165 71:0.6872548697602588 72:0.7483975113639912 
0 1:-1 2:-1 3:-1 4:1 5:0 6:-1 7:9.089256498818396e-05 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:1 46:0 47:0 48:0.16552921271687415 49:0.5103864223005199 50:0.5763785548030264 51:0.5711003125832678 52:0.5 53:0.5 54:0.5939517300936757 55:0.5729717728534833 56:0.5 57:0.5050424974372756 58:0.5515819430924429 59:0.728090750079668 60:0.5917806850848999 61:0.5 62:0.5 63:0.5876028204815266 64:0.5962846535468412 65:0.6061479218472771 66:0.5515819430924429 67:0.5515819430924429 68:0.6224964761253446 69:0.7177485733328628 70:0.5726707012896084 71:0.5980425737457671 72:0.6196664887721092 
0 1:-1 2:-1 3:-1 4:1 5:0 6:0 7:9.995002498750625e-05 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:1 49:1 50:1 51:1 52:1 53:1 54:1 55:1 56:1 57:1 58:1 59:1 60:1 61:1 62:1 63:1 64:1 65:1 66:1 67:1 68:1 69:1 70:1 71:1 72:1 
0 1:-1 2:-1 3:1 4:1 5:-1 6:-1 7:9.09090909090909e-05 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:1 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:1 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:1 46:0 47:0 48:1 49:0.6731411659043034 50:0.6777375993395076 51:0.7440703640152792 52:0.6876465059093766 53:0.644602077611181 54:0.638399732935841 55:0.644652558746943 56:0.5406992252857851 57:0.5044434032318594 58:0.5 59:0.5999285062784668 60:0.6082223233618951 61:0.5515819430924429 62:0.6303206934435419 63:0.5252167817173543 64:0.5902545845741275 65:0.6646337448295041 66:0.5 67:0.5 68:0.6803041441885046 69:0.6366309303000642 70:0.5350660719235842 71:0.5945989475796132 72:0.7119741583811013 
0 1:-1 2:-1 3:-1 4:1 5:0 6:0 7:9.995002498750625e-05 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:1 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:1 49:1 50:0.560278652708901 51:0.6939868462322076 52:0.5782952702151545 53:0.7039633774184608 54:0.7053302320717456 55:0.5 56:0.5378998702295655 57:1 58:0.530448783464181 59:0.7359285586757711 60:0.6267550014516486 61:0.572184855602191 62:1 63:0.5200612429987673 64:0.6341557990370253 65:0.5 66:0.6825946469196355 67:0.6825946469196355 68:0.6864077614555419 69:1 70:0.5519678770603851 71:0.7105173217417264 72:0.7360916687841034 
0 1:-1 2:-1 3:-1 4:1 5:0 6:0 7:9.09090909090909e-05 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:1 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:1 50:0.7175142781961671 51:0.6824342062069615 52:0.6530027606779601 53:0.710182266762291 54:0.5192378668313666 55:0.5 56:0.5046109419056299 57:1 58:1 59:0.7273699618193044 60:0.609424696473072 61:0.5369623931768877 62:1 63:0.6977171125550196 64:1 65:0.6530027606779601 66:0.7461229657239434 67:0.7114953101795115 68:1 69:1 70:0.7395881478823803 71:0.7067621976285244 72:0.7275438126295888 
0 1:-1 2:-1 3:-1 4:1 5:0 6:0 7:9.995002498750625e-05 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:1 36:0 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:1 49:1 50:0.6104015239158005 51:0.5987294098434556 52:0.5901866248110297 53:0.6738168682713196 54:0.6878009846846004 55:0.5750719063327238 56:0.6104015239158005 57:0.6058649959931462 58:0.5875041051177083 59:0.751633399261613 60:0.6814739607467726 61:0.5936147976837124 62:0.6636688378834652 63:0.5550537442319672 64:0.6177548482788473 65:0.6547362269230542 66:0.5875041051177083 67:0.5968167610434455 68:1 69:0.7430329229123609 70:0.7349574060515182 71:0.7175211196958381 72:0.7683640579396184 
0 1:-1 2:-1 3:-1 4:1 5:0 6:-1 7:9.995002498750625e-05 8:0 9:0 10:0 11:0 12:0 13:0 14:0 15:0 16:0 17:0 18:0 19:0 20:0 21:0 22:0 23:0 24:0 25:0 26:0 27:0 28:0 29:0 30:0 31:0 32:0 33:0 34:0 35:0 36:1 37:0 38:0 39:0 40:0 41:0 42:0 43:0 44:0 45:0 46:0 47:0 48:0 49:1 50:0.560278652708901 51:0.6939868462322076 52:0.5782952702151545 53:0.7039633774184608 54:0.7053302320717456 55:0.5 56:0.5378998702295655 57:1 58:0.530448783464181 59:0.7359285586757711 60:0.6267550014516486 61:0.572184855602191 62:1 63:0.5200612429987673 64:0.6341557990370253 65:0.5 66:0.6825946469196355 67:0.6825946469196355 68:0.6864077614555419 69:1 70:0.5519678770603851 71:0.7105173217417264 72:0.7360916687841034 
